NAME,PLATFORM,YEAR,GENRE,PUBLISHER,GLOBAL_SALES,SALES_TIER
WWF SmackDown!,PS,2000.0,Fighting,THQ,3.58,3
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,3.56,3
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,3.54,3
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,3.54,3
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,3.54,3
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,3.53,3
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,3.53,3
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,3.53,3
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,3.53,3
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,3.52,3
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,3.52,3
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,3.52,3
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,3.52,3
Resident Evil 5,X360,2009.0,Action,Capcom,3.51,3
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,3.51,3
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,3.5,3
Kung Fu,NES,1985.0,Action,Nintendo,3.5,3
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,3.5,3
Clubhouse Games,DS,2006.0,Misc,Nintendo,3.5,3
FIFA Soccer 2004,PS2,,Sports,Electronic Arts,3.49,3
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,3.49,3
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,3.48,3
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,3.48,3
Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,3.46,3
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,3.45,3
Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,3.44,3
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,3.44,3
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,3.44,3
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,3.43,3
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,3.42,3
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,3.42,3
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,3.42,3
Spider-Man 2,PS2,2004.0,Action,Activision,3.41,3
F-1 Race,GB,1990.0,Racing,Nintendo,3.41,3
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,3.4,3
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,3.39,3
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,3.38,3
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,3.38,3
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,3.38,3
WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,3.36,3
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,3.36,3
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,3.36,3
Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,3.34,3
Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,3.34,3
English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo,3.33,3
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,3.33,3
Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,3.33,3
Mario Party 9,Wii,2012.0,Misc,Nintendo,3.32,3
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,3.32,3
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,3.31,3
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,3.28,3
Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,3.28,3
Destiny,XOne,2014.0,Shooter,Activision,3.28,3
True Crime: Streets of LA,PS2,2003.0,Action,Activision,3.27,3
Wii Music,Wii,2008.0,Misc,Nintendo,3.27,3
Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,3.27,3
Monster Hunter X,3DS,2015.0,Action,Capcom,3.26,3
Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,3.24,3
FIFA 16,XOne,2015.0,Sports,Electronic Arts,3.23,3
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,3.23,3
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,3.22,3
Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,Nintendo,3.22,3
007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,3.21,3
Baseball,NES,1983.0,Sports,Nintendo,3.2,3
Killer Instinct,SNES,1995.0,Fighting,Nintendo,3.2,3
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,3.2,3
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,3.19,3
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,3.19,3
Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,3.19,3
Dance Central,X360,2010.0,Misc,MTV Games,3.19,3
Enter the Matrix,PS2,2003.0,Action,Atari,3.18,3
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,3.18,3
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,3.17,3
LEGO Batman: The Videogame,Wii,,Action,Warner Bros. Interactive Entertainment,3.17,3
Rhythm Heaven,DS,2008.0,Misc,Nintendo,3.17,3
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,3.17,3
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,3.16,3
Animal Crossing,GC,2001.0,Simulation,Nintendo,3.15,3
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,3.15,3
Sonic Rush,DS,2005.0,Platform,Sega,3.15,3
Resident Evil 6,PS3,2012.0,Shooter,Capcom,3.15,3
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,3.15,3
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,3.14,3
Spider-Man,PS,2000.0,Action,Activision,3.13,3
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,3.12,3
Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,3.12,3
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,3.12,3
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,3.12,3
Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,3.12,3
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,3.12,3
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,3.11,3
FIFA 15,X360,2014.0,Sports,Electronic Arts,3.11,3
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,3.09,3
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,3.08,3
World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,3.08,3
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,3.07,3
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,3.07,3
Donkey Kong,GB,1994.0,Platform,Nintendo,3.07,3
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,3.07,3
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,3.07,3
Kung Fu Panda,X360,2008.0,Action,Activision,3.05,3
Far Cry 3,X360,2012.0,Shooter,Ubisoft,3.04,3
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,3.04,3
Saints Row 2,X360,2008.0,Action,THQ,3.03,3
Rayman,PS,1995.0,Platform,Ubisoft,3.03,3
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,3.02,3
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,3.02,3
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,3.02,3
WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,3.02,3
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,3.0,3
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,3.0,3
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,3.0,3
wwe Smackdown vs. Raw 2006,PS2,,Fighting,N/A,3.0,3
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,2.99,3
Star Fox,SNES,1993.0,Shooter,Nintendo,2.99,3
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,2.99,3
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,2.99,3
Devil May Cry,PS2,2001.0,Action,Capcom,2.99,3
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,2.98,3
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,2.97,3
The Sims 4,PC,2014.0,Simulation,Electronic Arts,2.97,3
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,2.97,3
Sonic Heroes,PS2,2003.0,Platform,Sega,2.96,3
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,2.96,3
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,2.96,3
Street Fighter IV,X360,2009.0,Fighting,Capcom,2.95,3
Wave Race 64,N64,1996.0,Racing,Nintendo,2.94,3
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.94,3
WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,2.94,3
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,2.94,3
Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.94,3
Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,2.93,3
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,2.92,3
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,2.91,3
Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,Nintendo,2.91,3
FIFA 14,PS4,2013.0,Sports,Electronic Arts,2.9,3
Titanfall,XOne,2014.0,Shooter,Electronic Arts,2.9,3
Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,2.9,3
Sega Superstars Tennis,X360,2008.0,Sports,Sega,2.9,3
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,2.9,3
Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,2.89,3
Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,2.89,3
Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,2.89,3
Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,2.88,3
Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,2.88,3
Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,2.88,3
Colin McRae Rally,PS,1998.0,Racing,Codemasters,2.87,3
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,2.86,3
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.86,3
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.86,3
Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.85,3
F-Zero,SNES,1990.0,Racing,Nintendo,2.85,3
Yoshi's Story,N64,1997.0,Platform,Nintendo,2.85,3
Command & Conquer: Red Alert,PC,1996.0,Strategy,Virgin Interactive,2.85,3
Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,2.85,3
FIFA 16,PS3,2015.0,Sports,Electronic Arts,2.85,3
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,2.84,3
BioShock,X360,2007.0,Shooter,Take-Two Interactive,2.83,3
Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.83,3
Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,2.83,3
WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,THQ,2.83,3
Metroid Prime,GC,2002.0,Shooter,Nintendo,2.82,3
Finding Nemo,GBA,2003.0,Action,THQ,2.82,3
Myst,PC,1994.0,Adventure,Red Orb,2.81,3
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,2.81,3
Imagine: Fashion Designer,DS,2007.0,Simulation,Ubisoft,2.81,3
WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,THQ,2.8,3
Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,2.8,3
Yoshi's Island DS,DS,2006.0,Platform,Nintendo,2.8,3
Hot Shots Golf,PS,1997.0,Sports,Sony Computer Entertainment,2.79,3
Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,2.79,3
A Bug's Life,PS,1998.0,Platform,Sony Computer Entertainment,2.79,3
WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,THQ,2.79,3
Dragon Quest V: Tenkuu no Hanayome,SNES,1992.0,Role-Playing,Enix Corporation,2.79,3
Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,2.79,3
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,2.79,3
NBA Street,PS2,2001.0,Sports,Electronic Arts,2.79,3
Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,2.79,3
Monster Hunter Tri,3DS,2011.0,Role-Playing,Nintendo,2.79,3
Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,2.78,3
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,2.78,3
Ratchet & Clank: Going Commando,PS2,2003.0,Platform,Sony Computer Entertainment,2.78,3
Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,2.78,3
The Sims,PS2,2003.0,Simulation,Electronic Arts,2.77,3
Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,2.77,3
Saints Row: The Third,X360,2011.0,Action,THQ,2.77,3
Missile Command,2600,1980.0,Shooter,Atari,2.76,3
Mario Paint,SNES,1992.0,Misc,Nintendo,2.75,3
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,2.74,3
Pokémon Stadium 2,N64,2000.0,Strategy,Nintendo,2.73,3
Metroid,NES,1986.0,Action,Nintendo,2.73,3
L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,2.72,3
Call of Duty 3,X360,2006.0,Shooter,Activision,2.71,3
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,2.7,3
Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,2.7,3
Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.7,3
Mario Party,N64,1998.0,Misc,Nintendo,2.7,3
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.69,3
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,2.69,3
Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.69,3
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,2.69,3
Skate 3,X360,2010.0,Sports,Electronic Arts,2.68,3
Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,2.68,3
Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,Level 5,2.68,3
Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,2.68,3
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,2.68,3
Mortal Kombat,GEN,1992.0,Fighting,Arena Entertainment,2.67,3
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,2.67,3
Guitar Hero: World Tour,X360,2008.0,Misc,Activision,2.67,3
Medal of Honor,PS,1998.0,Shooter,Electronic Arts,2.67,3
Fable,XB,2004.0,Role-Playing,Microsoft Game Studios,2.66,3
Hannah Montana,DS,2006.0,Action,Disney Interactive Studios,2.65,3
Tom Clancy's Splinter Cell,PS2,2003.0,Action,Ubisoft,2.65,3
Skylanders Giants,Wii,2012.0,Action,Activision,2.65,3
Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,2.65,3
Super Mario Bros.: The Lost Levels,NES,1986.0,Platform,Nintendo,2.65,3
Star Wars: Shadows of the Empire,N64,1996.0,Action,Nintendo,2.65,3
LEGO Star Wars: The Complete Saga,X360,2007.0,Action,LucasArts,2.64,3
Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,2.63,3
Pac-Man: Adventures in Time,PSP,2006.0,Fighting,Sony Computer Entertainment,2.63,3
Halo Wars,X360,2009.0,Strategy,Microsoft Game Studios,2.63,3
God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,2.63,3
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.62,3
Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,2.62,3
Medal of Honor,X360,2010.0,Shooter,Electronic Arts,2.62,3
FIFA Soccer 10,X360,2009.0,Sports,Electronic Arts,2.62,3
NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.62,3
Style Savvy,DS,2008.0,Simulation,Nintendo,2.61,3
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,2.61,3
Super Mario All-Stars: Limited Edition,Wii,2010.0,Platform,Nintendo,2.6,3
Streets of Rage,GEN,1990.0,Action,Sega,2.6,3
FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,2.59,3
Ratchet & Clank Future: Tools of Destruction,PS3,2007.0,Platform,Sony Computer Entertainment,2.59,3
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.59,3
LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,2.58,3
Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,2.58,3
Ghostbusters: The Video Game (DS Version),X360,2009.0,Action,Take-Two Interactive,2.58,3
Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,2.58,3
WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,THQ,2.58,3
Ratchet & Clank: Up Your Arsenal,PS2,2004.0,Platform,Sony Computer Entertainment,2.57,3
Art Academy,DS,2010.0,Misc,Nintendo,2.57,3
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,2.57,3
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,2.57,3
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,2.56,3
Dragon Warrior II,NES,1987.0,Role-Playing,Enix Corporation,2.56,3
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,2.56,3
Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,2.54,3
Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,2.54,3
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.54,3
Space Invaders,2600,,Shooter,Atari,2.53,3
Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,2.52,3
Perfect Dark,N64,2000.0,Action,Nintendo,2.52,3
Game Party,Wii,2007.0,Misc,Midway Games,2.52,3
Dragon Warrior,NES,1986.0,Role-Playing,Capcom,2.52,3
Tomb Raider (2013),PS3,2013.0,Action,Square Enix,2.51,3
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,2.5,3
PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,Konami Digital Entertainment,2.5,3
Mario Party 2,N64,1999.0,Misc,Nintendo,2.5,3
Saints Row: The Third,PS3,2011.0,Action,THQ,2.49,3
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003.0,Action,Take-Two Interactive,2.49,3
LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,2.49,3
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,2.49,3
Resistance 2,PS3,2008.0,Shooter,Sony Computer Entertainment,2.48,3
Pure,X360,2008.0,Racing,Disney Interactive Studios,2.48,3
Tomb Raider: The Last Revelation,PS,1998.0,Action,Eidos Interactive,2.48,3
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,2.48,3
Rock Band,X360,,Misc,Electronic Arts,2.48,3
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.47,3
Mario Party 4,GC,2002.0,Misc,Nintendo,2.47,3
uDraw Studio,Wii,2010.0,Misc,THQ,2.46,3
Midnight Club: Los Angeles,PS3,2008.0,Racing,Take-Two Interactive,2.45,3
Final Fantasy V,SNES,1992.0,Role-Playing,SquareSoft,2.45,3
Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,2.45,3
Twisted Metal 2,PS,1996.0,Racing,Sony Computer Entertainment,2.44,3
Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,Microsoft Game Studios,2.44,3
Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,2.44,3
The Sims: Bustin' Out,PS2,2003.0,Simulation,Electronic Arts,2.43,3
Riven: The Sequel to Myst,PC,1997.0,Adventure,Red Orb,2.43,3
Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,2.42,3
Sonic Adventure,DC,1998.0,Platform,Sega,2.42,3
Ice Hockey,NES,1988.0,Sports,Nintendo,2.42,3
pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,2.42,3
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,2.41,3
ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,2.41,3
Dino Crisis,PS,1998.0,Action,Capcom,2.41,3
Minecraft,XOne,2014.0,Misc,Microsoft Game Studios,2.41,3
Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,2.41,3
Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,2.4,3
Tetris Plus,PS,1996.0,Puzzle,JVC,2.4,3
Pro Wrestling,NES,1987.0,Fighting,Nintendo,2.4,3
Theme Hospital,PC,1997.0,Strategy,Electronic Arts,2.4,3
Frogger's Adventures: Temple of the Frog,GBA,,Adventure,Konami Digital Entertainment,2.39,3
Need for Speed (2015),PS4,2015.0,Racing,Electronic Arts,2.39,3
Zumba Fitness,X360,2010.0,Sports,505 Games,2.39,3
LEGO Indiana Jones: The Original Adventures,Wii,,Action,LucasArts,2.39,3
Monopoly,PC,1994.0,Misc,Hasbro Interactive,2.39,3
Batman: Arkham Origins,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.39,3
Dead Island,X360,2011.0,Action,Deep Silver,2.39,3
Guitar Hero,PS2,2005.0,Misc,RedOctane,2.38,3
LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,LucasArts,2.38,3
Kinect: Disneyland Adventures,X360,2011.0,Misc,Microsoft Game Studios,2.38,3
WCW/nWo Revenge,N64,1998.0,Fighting,THQ,2.38,3
Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,2.38,3
NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,2.38,3
Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.38,3
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001.0,Misc,Konami Digital Entertainment,2.38,3
Madden NFL 08,X360,2007.0,Sports,Electronic Arts,2.37,3
Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.37,3
The Incredibles,PS2,2004.0,Action,THQ,2.37,3
Tony Hawk's Underground 2,PS2,2004.0,Sports,Activision,2.37,3
Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,2.37,3
Kinect Sports: Season Two,X360,2011.0,Sports,Microsoft Game Studios,2.36,3
Kirby's Dream Land 2,GB,1995.0,Platform,Nintendo,2.36,3
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,Warner Bros. Interactive Entertainment,2.35,3
Donkey Kong Land II,GB,1996.0,Platform,Nintendo,2.35,3
Dragon Warrior Monsters,GB,1998.0,Role-Playing,Eidos Interactive,2.35,3
Midnight Club: Los Angeles,X360,2008.0,Racing,Take-Two Interactive,2.35,3
Skylanders SWAP Force,Wii,2013.0,Platform,Activision,2.34,3
WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,THQ,2.34,3
My Fitness Coach,Wii,2008.0,Sports,Ubisoft,2.34,3
Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,2.34,3
The Sims 3,X360,2010.0,Simulation,Electronic Arts,2.33,3
The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,2.32,3
NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,2.32,3
Just Dance Kids,Wii,2010.0,Misc,Ubisoft,2.32,3
Mario Tennis,N64,2000.0,Sports,Nintendo,2.32,3
Grand Theft Auto,PS,1997.0,Action,Take-Two Interactive,2.32,3
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,Electronic Arts,2.31,3
WarioWare Touched!,DS,2004.0,Puzzle,Nintendo,2.31,3
Need For Speed: High Stakes,PS,1999.0,Racing,Electronic Arts,2.31,3
Chrono Trigger,SNES,1995.0,Role-Playing,SquareSoft,2.31,3
Cool Boarders 3,PS,1998.0,Sports,989 Studios,2.31,3
LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,2.3,3
Guild Wars 2,PC,2012.0,Action,NCSoft,2.3,3
Pokemon Ranger: Shadows of Almia,DS,2008.0,Role-Playing,Nintendo,2.3,3
Dead Island,PS3,2011.0,Action,Deep Silver,2.29,3
Tomb Raider II,PC,1997.0,Action,Eidos Interactive,2.29,3
God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,2.29,3
Need for Speed Underground 2,XB,2004.0,Racing,Electronic Arts,2.28,3
Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,2.28,3
Just Dance 2015,Wii,2014.0,Misc,Ubisoft,2.28,3
Yokai Watch Busters,3DS,2015.0,Action,Level 5,2.28,3
Mario Bros.,NES,1983.0,Platform,Nintendo,2.28,3
FIFA Soccer 09,PS2,2008.0,Sports,Electronic Arts,2.28,3
Star Wars: The Force Unleashed,PS3,2008.0,Action,LucasArts,2.28,3
Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,2.28,3
TOCA Touring Car Championship,PS,1997.0,Racing,Codemasters,2.28,3
Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,2.27,3
Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,Sega,2.27,3
Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,Sega,2.27,3
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,2.27,3
Wario Land 4,GBA,2001.0,Platform,Nintendo,2.26,3
Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,2.26,3
Call of Duty 3,Wii,,Shooter,Activision,2.26,3
Resident Evil 4,Wii,2007.0,Action,Capcom,2.26,3
Minecraft,PSV,2014.0,Misc,Sony Computer Entertainment Europe,2.25,3
Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,Capcom,2.25,3
Cool Boarders 2,PS,1997.0,Sports,UEP Systems,2.25,3
Paper Mario: The Thousand-Year Door,GC,2004.0,Role-Playing,Nintendo,2.25,3
Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,2.25,3
Monster Hunter Tri,Wii,2009.0,Role-Playing,Nintendo,2.25,3
Dissidia: Final Fantasy,PSP,2008.0,Fighting,Square Enix,2.25,3
