NAME,PLATFORM,YEAR,GENRE,PUBLISHER,NA_PERCENT,EU_PERCENT,JP_PERCENT,OTHER_PERCENT
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,34.63,12.44,51.22,1.71
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,51.95,36.59,1.22,10.24
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,59.9,30.81,0.24,9.05
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,62.84,37.16,0.0,0.0
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,64.95,25.98,0.98,8.09
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,57.0,0.98,0.98,41.03
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,57.88,31.53,0.74,10.1
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,2.96,55.67,22.17,18.97
Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,56.3,38.27,3.95,1.48
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,41.48,37.28,12.59,8.64
Far Cry 4,PS4,2014.0,Shooter,Ubisoft,27.79,52.61,2.48,17.12
Star Fox 64,N64,1997.0,Shooter,Nintendo,68.98,14.39,15.88,0.99
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,34.33,46.52,2.99,16.17
Golf,NES,1984.0,Sports,Nintendo,30.42,6.98,61.35,1.0
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,53.62,29.93,1.75,14.71
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,23.0,44.5,23.0,9.25
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,66.92,22.31,1.25,9.27
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,52.26,33.92,0.0,13.57
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,53.57,34.69,1.53,10.2
Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,30.1,50.0,2.04,17.86
Donkey Kong Land,GB,1994.0,Platform,Nintendo,50.38,19.44,27.37,2.81
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,58.72,30.0,0.26,10.77
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,34.19,43.96,3.34,18.77
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,17.22,12.6,67.35,2.83
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,39.43,41.49,1.55,17.27
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,29.64,53.87,0.0,16.49
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,24.03,50.13,8.01,18.09
Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,2.58,0.0,97.42,0.0
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,54.78,29.46,2.58,13.18
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,64.42,16.88,0.78,17.92
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,4.16,49.09,29.09,17.66
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,22.66,40.89,27.34,9.11
Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,55.21,37.5,5.73,1.56
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,57.7,25.07,14.1,3.39
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,59.01,12.53,21.15,7.05
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,27.75,50.52,10.73,11.26
Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,37.8,35.96,19.16,7.09
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,39.31,41.69,2.64,16.09
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,30.16,50.53,7.14,12.17
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,63.49,27.25,0.0,9.52
Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,48.28,32.89,12.47,6.63
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,37.14,37.14,2.65,23.08
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,52.66,39.1,0.0,8.51
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,53.99,41.49,0.0,4.52
Super Paper Mario,Wii,2007.0,Platform,Nintendo,52.66,23.4,15.69,8.51
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,36.73,53.62,3.75,5.9
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,25.74,53.62,5.63,15.01
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,34.95,20.7,41.4,2.96
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,52.02,42.59,0.0,5.12
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,15.68,67.03,1.08,15.95
Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,40.27,19.73,37.3,2.7
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,35.23,40.92,7.32,16.53
MySims,DS,2007.0,Simulation,Electronic Arts,43.09,43.63,2.17,11.11
Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,100.0,0.0
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,58.04,32.15,0.27,9.54
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,45.08,33.33,0.0,21.58
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,51.23,30.96,15.07,2.74
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,69.32,22.19,1.64,6.58
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,63.84,26.58,0.0,9.59
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,19.51,49.45,10.99,20.33
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,57.14,29.95,4.12,9.07
Pokemon Snap,N64,1999.0,Simulation,Nintendo,61.43,18.73,18.18,1.65
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,16.53,67.77,1.38,14.33
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,1.38,0.0,17.63,80.72
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,49.04,39.12,1.38,10.47
Resident Evil 4,PS2,2005.0,Action,Capcom,57.46,22.93,12.71,6.91
Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,35.46,44.6,4.16,15.79
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,53.46,33.8,0.83,12.19
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,56.79,38.78,0.0,4.43
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,55.96,32.41,0.0,11.63
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,44.6,41.55,2.77,10.8
Luigi's Mansion,GC,2001.0,Action,Nintendo,66.11,18.61,12.78,2.78
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,60.72,28.41,0.84,10.31
WWF SmackDown!,PS,2000.0,Fighting,THQ,56.15,37.71,1.68,4.47
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,44.1,50.28,0.0,5.62
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,44.07,39.55,1.98,14.12
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,34.75,50.0,1.41,13.84
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,46.89,44.63,3.39,5.08
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,53.82,32.01,2.83,11.61
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,56.09,32.29,0.28,11.61
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,60.62,30.59,0.57,8.22
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,20.11,67.99,0.57,11.33
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,55.68,37.78,0.0,6.53
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,60.8,34.38,0.28,4.83
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,75.57,14.2,1.42,8.52
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,34.66,47.16,7.67,10.8
Resident Evil 5,X360,2009.0,Action,Capcom,60.11,26.78,3.42,9.69
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,33.33,14.25,49.86,2.28
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,81.14,11.14,0.86,6.86
Kung Fu,NES,1985.0,Action,Nintendo,46.86,10.86,40.57,1.71
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,62.86,27.71,0.57,8.86
Clubhouse Games,DS,2006.0,Misc,Nintendo,16.86,52.29,20.86,10.0
FIFA Soccer 2004,PS2,,Sports,Electronic Arts,16.91,67.62,1.15,14.61
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,55.59,34.96,0.57,8.88
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,60.06,29.31,1.15,9.2
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,60.63,29.02,0.29,10.06
Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,65.32,25.72,0.0,8.67
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,25.51,50.72,2.9,20.87
Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,0.0,0.0,100.0,0.0
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,69.48,21.22,0.87,8.43
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,45.06,36.92,9.59,8.43
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,39.07,44.9,4.96,11.08
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,53.22,31.29,1.75,13.74
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,33.04,60.53,0.0,6.43
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,25.15,0.0,74.56,0.58
Spider-Man 2,PS2,2004.0,Action,Activision,51.32,35.19,0.59,12.61
F-1 Race,GB,1990.0,Racing,Nintendo,50.73,20.23,17.3,11.73
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,13.53,67.06,1.47,17.94
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,46.02,43.36,5.6,5.01
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,60.06,30.47,0.0,9.47
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,31.95,39.94,14.2,13.91
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,42.31,27.81,21.89,7.99
WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,73.51,22.62,0.0,3.87
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,56.55,19.94,21.73,1.79
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,19.35,47.92,24.4,8.33
Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,48.8,45.81,0.0,5.39
Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,56.89,34.13,0.3,8.68
English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo,0.0,29.73,69.67,0.6
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,43.54,38.74,3.6,13.81
Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,43.24,30.33,17.12,9.01
Mario Party 9,Wii,2012.0,Misc,Nintendo,34.64,35.24,22.89,7.23
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,44.28,41.87,0.9,12.95
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,60.12,31.72,1.51,6.65
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,45.73,39.02,1.52,14.02
Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,24.39,58.54,1.83,15.24
Destiny,XOne,2014.0,Shooter,Activision,64.94,28.05,0.0,7.01
True Crime: Streets of LA,PS2,2003.0,Action,Activision,57.8,32.11,0.61,9.48
Wii Music,Wii,2008.0,Misc,Nintendo,41.59,34.56,14.07,9.79
Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,15.29,48.62,9.48,26.61
Monster Hunter X,3DS,2015.0,Action,Capcom,7.67,5.83,85.28,1.23
Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,29.32,40.12,23.77,6.79
FIFA 16,XOne,2015.0,Sports,Electronic Arts,27.24,65.33,0.0,7.12
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,39.32,41.18,3.72,15.79
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,72.36,9.32,0.0,18.32
Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,Nintendo,0.93,0.0,98.76,0.0
007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,53.58,41.43,0.0,4.98
Baseball,NES,1983.0,Sports,Nintendo,22.81,3.13,73.44,0.63
Killer Instinct,SNES,1995.0,Fighting,Nintendo,70.63,22.5,3.75,3.13
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,55.0,37.81,2.19,5.0
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,42.32,18.81,25.08,13.79
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,46.39,31.66,1.25,20.69
Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,100.0,0.0
Dance Central,X360,2010.0,Misc,MTV Games,67.4,24.14,0.31,8.15
Enter the Matrix,PS2,2003.0,Action,Atari,55.97,35.22,2.83,5.97
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,37.11,27.36,29.25,6.29
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,47.95,34.07,3.15,14.83
LEGO Batman: The Videogame,Wii,,Action,Warner Bros. Interactive Entertainment,58.68,32.18,0.0,9.15
Rhythm Heaven,DS,2008.0,Misc,Nintendo,18.3,16.09,60.88,4.42
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,64.98,17.67,11.99,5.36
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,59.49,31.01,0.0,9.49
Animal Crossing,GC,2001.0,Simulation,Nintendo,60.95,5.08,31.43,2.86
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,56.83,33.65,0.0,9.21
Sonic Rush,DS,2005.0,Platform,Sega,38.73,49.84,1.9,9.21
Resident Evil 6,PS3,2012.0,Shooter,Capcom,27.94,30.79,27.94,13.33
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,60.0,31.43,0.95,7.62
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,21.66,0.0,0.0,78.34
Spider-Man,PS,2000.0,Action,Activision,54.31,39.94,0.64,5.11
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,68.59,27.56,0.0,4.17
Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,74.04,19.87,4.49,1.28
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,29.17,32.05,33.01,5.45
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,54.17,27.88,4.49,13.46
Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,2.56,0.0,97.12,0.32
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,41.35,40.71,1.92,16.03
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,63.99,26.37,0.96,8.68
FIFA 15,X360,2014.0,Sports,Electronic Arts,25.08,64.95,0.0,9.65
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,70.23,9.06,17.8,2.59
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,81.17,5.19,0.32,13.64
World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,62.34,14.61,20.78,2.27
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,61.56,29.64,1.3,7.82
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,45.6,32.25,14.98,7.17
Donkey Kong,GB,1994.0,Platform,Nintendo,51.14,20.2,17.92,11.07
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,56.03,39.41,0.0,4.56
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,63.19,28.01,0.98,7.82
Kung Fu Panda,X360,2008.0,Action,Activision,62.62,27.54,0.0,9.51
Far Cry 3,X360,2012.0,Shooter,Ubisoft,45.39,44.41,0.66,9.21
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,67.76,21.05,3.95,7.24
Saints Row 2,X360,2008.0,Action,THQ,64.03,26.4,0.66,8.91
Rayman,PS,1995.0,Platform,Ubisoft,50.83,43.89,0.0,5.28
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,46.36,35.43,2.65,15.56
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,61.26,34.44,0.0,4.3
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,67.22,15.56,14.9,2.32
WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,48.01,37.42,2.32,12.58
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,79.33,10.67,0.0,10.33
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,86.67,7.0,0.33,6.33
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,38.33,0.0,25.33,36.33
wwe Smackdown vs. Raw 2006,PS2,,Fighting,N/A,52.33,34.0,0.0,13.67
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,33.78,47.16,1.67,17.73
Star Fox,SNES,1993.0,Shooter,Nintendo,53.85,17.06,26.76,2.34
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,55.85,39.46,0.0,4.35
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,4.01,42.14,38.8,15.05
Devil May Cry,PS2,2001.0,Action,Capcom,45.48,28.76,21.4,4.35
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,15.77,33.56,46.64,4.03
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,44.78,37.71,2.69,15.15
The Sims 4,PC,2014.0,Simulation,Electronic Arts,32.32,57.91,0.0,9.76
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,53.2,34.01,0.0,12.79
Sonic Heroes,PS2,2003.0,Platform,Sega,35.14,46.28,2.03,16.55
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,53.04,1.35,40.2,5.07
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,45.95,38.85,1.35,13.85
Street Fighter IV,X360,2009.0,Fighting,Capcom,61.69,24.07,5.08,8.81
Wave Race 64,N64,1996.0,Racing,Nintendo,67.35,19.73,11.56,1.36
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,75.51,17.35,2.04,5.1
WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,49.32,37.76,1.36,11.22
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,59.86,23.47,4.08,12.59
Pac-Man Collection,GBA,2001.0,Puzzle,Atari,70.41,26.19,1.7,1.7
Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,62.46,27.3,1.02,9.22
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,29.79,36.3,25.0,8.9
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,49.14,38.83,1.72,10.31
Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,Nintendo,60.14,15.46,21.31,3.09
FIFA 14,PS4,2013.0,Sports,Electronic Arts,21.03,63.79,3.79,11.38
Titanfall,XOne,2014.0,Shooter,Electronic Arts,63.45,27.59,1.38,7.59
Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,53.1,39.31,0.0,7.59
Sega Superstars Tennis,X360,2008.0,Sports,Sega,60.34,29.66,0.0,9.66
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,2.76,42.76,38.97,15.52
Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,24.57,52.25,2.08,21.11
Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,34.26,11.07,47.75,6.92
Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,52.25,38.75,0.35,8.3
Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,53.47,37.15,0.0,9.72
Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,70.49,25.0,0.69,3.82
Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,45.14,44.1,0.0,10.76
Colin McRae Rally,PS,1998.0,Racing,Codemasters,3.14,84.67,4.18,7.67
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,65.38,26.92,0.0,7.69
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,88.46,5.59,0.0,5.94
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,73.08,22.03,1.05,3.85
Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,69.47,19.3,0.0,11.23
F-Zero,SNES,1990.0,Racing,Nintendo,48.07,17.89,31.23,2.46
Yoshi's Story,N64,1997.0,Platform,Nintendo,45.26,18.6,34.39,1.75
Command & Conquer: Red Alert,PC,1996.0,Strategy,Virgin Interactive,48.07,47.02,0.0,4.91
Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,49.12,40.0,0.0,10.88
FIFA 16,PS3,2015.0,Sports,Electronic Arts,14.04,69.47,1.75,14.74
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,65.85,20.07,3.87,10.56
BioShock,X360,2007.0,Shooter,Take-Two Interactive,58.3,30.39,1.77,9.89
Madden NFL 10,X360,2009.0,Sports,Electronic Arts,89.05,3.18,0.0,7.77
Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,45.23,37.1,2.47,15.19
WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,THQ,46.64,38.16,1.41,13.78
Metroid Prime,GC,2002.0,Shooter,Nintendo,69.5,23.76,3.55,3.19
Finding Nemo,GBA,2003.0,Action,THQ,56.38,37.23,1.42,4.96
Myst,PC,1994.0,Adventure,Red Orb,0.71,99.29,0.0,0.0
Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,37.37,44.48,1.07,17.08
Imagine: Fashion Designer,DS,2007.0,Simulation,Ubisoft,46.98,42.35,0.0,10.68
WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,THQ,47.14,37.86,1.43,13.57
Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,62.14,28.57,0.0,9.29
Yoshi's Island DS,DS,2006.0,Platform,Nintendo,52.5,2.5,39.29,5.36
Hot Shots Golf,PS,1997.0,Sports,Sony Computer Entertainment,10.39,7.17,76.34,6.45
Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,51.97,31.54,3.23,13.62
A Bug's Life,PS,1998.0,Platform,Sony Computer Entertainment,70.25,25.81,0.0,3.94
WWF SmackDown! Just Bring It,PS2,2001.0,Fighting,THQ,42.65,41.22,1.43,14.7
Dragon Quest V: Tenkuu no Hanayome,SNES,1992.0,Role-Playing,Enix Corporation,0.0,0.0,99.64,0.36
Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,70.97,25.09,0.0,3.94
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,31.9,51.25,0.0,17.2
NBA Street,PS2,2001.0,Sports,Electronic Arts,78.49,7.89,0.0,13.62
Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,10.75,52.69,24.37,12.19
Monster Hunter Tri,3DS,2011.0,Role-Playing,Nintendo,16.49,10.39,70.25,2.51
Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,60.43,26.62,0.0,12.95
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,45.68,34.89,2.52,16.91
Ratchet & Clank: Going Commando,PS2,2003.0,Platform,Sony Computer Entertainment,51.8,29.86,9.35,8.99
Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,43.17,35.25,6.12,15.47
The Sims,PS2,2003.0,Simulation,Electronic Arts,50.9,40.43,0.0,8.66
Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,44.77,43.32,1.44,10.83
Saints Row: The Third,X360,2011.0,Action,THQ,45.13,41.52,2.53,10.83
Missile Command,2600,1980.0,Shooter,Atari,92.75,6.16,0.0,1.09
Mario Paint,SNES,1992.0,Misc,Nintendo,52.0,19.64,25.82,2.55
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,39.05,47.81,2.19,11.31
Pokémon Stadium 2,N64,2000.0,Strategy,Nintendo,37.36,13.19,41.39,8.42
Metroid,NES,1986.0,Action,Nintendo,48.72,11.36,38.1,1.83
L.A. Noire,X360,2011.0,Adventure,Take-Two Interactive,55.88,34.56,0.74,8.82
Call of Duty 3,X360,2006.0,Shooter,Activision,54.98,34.32,0.74,9.96
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,64.81,19.26,12.22,3.7
Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,36.67,17.78,40.37,5.19
Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,54.44,28.15,0.0,17.41
Mario Party,N64,1998.0,Misc,Nintendo,46.3,19.63,32.22,1.85
Madden NFL 12,X360,2011.0,Sports,Electronic Arts,89.96,4.09,0.0,5.95
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,68.77,23.79,0.37,7.06
Madden NFL 11,X360,2010.0,Sports,Electronic Arts,88.48,4.46,0.0,6.69
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,60.59,19.33,13.01,6.69
Skate 3,X360,2010.0,Sports,Electronic Arts,54.48,36.57,0.0,8.96
Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,45.9,41.42,0.0,12.69
Yokai Watch 2 Shinuchi,3DS,2014.0,Role-Playing,Level 5,0.0,0.0,100.0,0.0
Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,25.75,52.61,1.49,19.78
Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,29.1,27.99,33.21,9.7
Mortal Kombat,GEN,1992.0,Fighting,Arena Entertainment,73.03,23.6,0.0,3.37
Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,55.43,34.46,0.37,9.74
Guitar Hero: World Tour,X360,2008.0,Misc,Activision,66.67,23.97,0.0,9.36
Medal of Honor,PS,1998.0,Shooter,Electronic Arts,53.93,40.82,0.0,5.24
Fable,XB,2004.0,Role-Playing,Microsoft Game Studios,74.81,21.8,0.0,3.38
Hannah Montana,DS,2006.0,Action,Disney Interactive Studios,60.0,30.19,0.0,9.81
